C1_RA,C1_DEC,C2_RA,C2_DEC,C3_RA,C3_DEC,C4_RA,C4_DEC,t_initial,t_fin
324.6,-33.2,338.6,-55.1,19.5,-72,90,-66.6,25/07/2018,24/08/2018
